anchor,same_period_affil,diff_period_affil,same_period_cos_sim,diff_period_cos_sim
industrial engineering and operations research,industrial engineering & operations research,,0.9968057870864868,
modern and medieval languages and linguistics,modern and medieval languages,,0.9654666185379028,
barranca,breña,,0.7147558927536011,
business government and law,"business, government & law",,0.9715782999992371,
forest and rangeland ecosystem science center,forestry and environmental science,,0.8296435475349426,
parasitology and tropical medicine,tropical medicine and parasitology,,0.9406483769416809,
isis pulsed neutron and muon source,isis neutron and muon source,,0.9596091508865356,
solid-state physics,solid state physics,,0.98943692445755,
cidse,cidca,,0.8707813024520874,
ugr,rrhh,,0.8742893934249878,
education and special education,"education, special education",,0.9960488677024841,
health science education,health sciences education,,0.9641225337982178,
"chemical engineering, polish academy of sciences","organic chemistry, polish academy of sciences",,0.952081561088562,
life & environmental science,life and environmental science,,0.9973595142364502,
netherlands environmental assessment agency,environmental department,,0.7113587856292725,
csr,csre,m.p.c,0.8915337324142456,0.7342289686203003
magnetic materials,magnetism,,0.8770374059677124,
eflch,efl,,0.8035309314727783,
large animal medicine,large animal internal medicine,,0.9045535922050476,
science team,science group,,0.905080258846283,
business management,management and business,,0.975610613822937,
manchester innovation research,manchester biotechnology,,0.8444465398788452,
all india medical sciences - rishikesh,all india medical sciences rishikesh,vijayanagar medical sciences,0.9874184131622314,0.7971261739730835
"prosthodontics, dentistry",prosthodontic dentistry,,0.9717147350311279,
national indian foundation,ao foundation,,0.6114710569381714,
studies in english,english language studies,,0.9312880039215088,
geology lab,geophysical laboratory,biology-geology,0.89620041847229,0.7504347562789917
sport and exercise,sport & exercise,,0.9935269355773926,
"agricultural, livestock and environmental sciences",agricultural and animal sciences,,0.9537899494171143,
geomatic engineering department,engineering department,,0.9220278263092041,
ancient history and ancient near eastern studies,ancient history,,0.8038927912712097,
conflict and development,conflict and development studies,,0.8443711996078491,
key laboratory for plant diversity and biogeography of east asia,key laboratory of plant molecular physiology,,0.7228991389274597,
global health and human ecology,global public health,,0.8627715110778809,
"physics, chinese academy of sciences",physics chinese academy of sciences,,0.9881143569946289,
graduate program in sociology,postgraduate program in sociology,,0.9773675203323364,
center for environmental studies,centre for environmental studies,,0.9686509370803833,
biotechnology and biotechnics,biotechnologies,,0.9592965245246887,
data and information science,data science and information technology,,0.9383572340011597,
mrc weatherall molecular medicine,weatherall molecular medicine,molecular medical sciences,0.9292745590209961,0.7313998937606812
soil resource and watershed management,soil resources and watershed management,,0.9949191808700562,
"international development, community and environment",international development,,0.8482612371444702,
european studies,european global studies,,0.9220861196517944,
dipartimento di area medica,dipartimento di medicina di precisione e rigenerativa e area jonica dimepre-j,,0.8542264699935913,
municipal establishment «kharkiv humanitarian-pedagogical academy» of kharkiv regional council,kharkiv national academy of municipal economy,,0.8350329399108887,
exploration and production,exploration & production,,0.9974594712257385,
astrophysics & cosmology,astrophysics and cosmology,,0.9969063997268677,
government department,governmental,,0.883844256401062,
primatology,early prehistory and quaternary ecology,,0.7730968594551086,
local governments,local government,,0.9596554040908813,
culture technology,technology and society,,0.8594304323196411,
industrial economics and management,economics and management in industry,,0.9521032571792603,
languages ​​and mediterranean cultures,languages ​​and cultures of mediterranean and middle east,,0.9523226618766785,
aula,andahuaylas,,0.7372156977653503,
technological higher studies of villa guerrero,technological higher studies of valle de bravo,"monterrey technology and higher education, ignacio a. santos medicine",0.8153634071350098,0.6910167932510376
pediatric medicine,medical pediatrics,,0.9526770710945129,
"instituto federal de alagoas, ministério da educação","instituto federal de educação, ciência e tecnologia de alagoas",,0.9239814281463623,
animal production institute,production animal studies,,0.7974845170974731,
genomic sciences center,genome sciences centre,genomic research center,0.9503867626190186,0.954835057258606
machine learning,applied machine learning,,0.9455928802490234,
maternal and child department,department maternal and child,,0.9496488571166992,
graduate program in culture and society,graduate program in education and culture,,0.9226683974266052,
facultad de ingeniería industrial y sistemas,facultad de ingenieria industrial y sistemas,,0.9965032339096069,
unisa,isa,,0.843611478805542,
biology and wildlife diseases,pathology and parasitology,,0.8214868903160095,
hausdorff center for mathematics,center for mathematical sciences,"rwth aachen mathematics, computer science and natural sciences",0.7972478866577148,0.7178603410720825
fu foundation engineering and applied science,engineering and applied science,,0.9069637060165405,
national food science & technology,national food science and technology,,0.9975671768188477,
technology and organization of construction production,construction and technology,,0.8780955076217651,
leibniz crystal growth,leibniz polymer research,crystal growth,0.7358147501945496,0.72099769115448
emerging technologies,emerging technology,,0.973608672618866,
prehistoria,prehistory,,0.9499172568321228,
administration management,administration and management,,0.9705023765563965,
bs&h,hbs,,0.8987754583358765,
sit research laboratories,research laboratories,,0.9536747336387634,
campus virtual,virtual education,"monterrey technology and higher education, durango campus",0.7854995727539062,0.5924645066261292
environment and earth sciences,environmental and earth sciences,,0.9925916194915771,
biological and physical sciences,physical and biological sciences,,0.9806329011917114,
dental prosthetics,dental prosthesis,,0.9833403825759888,
experimental zooprophylactic abruzzo and molise g caporale,experimental zooprofilattico sicily,,0.8454292416572571,
consulting group ecuador,instituto consulting group ecuador,community counseling,0.8874711990356445,0.5991404056549072
chair of finance,chair of finance and credit,,0.9580458402633667,
educational foundation of municipality of assis,municipal foundation of education,,0.8110854625701904,
walmart united states,walmart,,0.8627862930297852,
exploration and development,exploration and production,,0.8974547386169434,
global epidemiology,epidemiology and global health,population and international health,0.9203695058822632,0.8090519309043884
state law,state and law,,0.9634170532226562,
center for biomedical research,centre for biomedical research,,0.9769295454025269,
physical therapy & rehabilitation science,physical therapy and rehabilitation science,,0.9969172477722168,
research center in cellular dynamics,biomedical research center,,0.8480068445205688,
kuaishou technology,huaiyin technology,,0.8870428204536438,
east asian languages,east asian languages and cultures,,0.9516756534576416,
equipment engineering,mechanical and equipment engineering,,0.9288814067840576,
graphic design faculty,design faculty,,0.9029645919799805,
photonics technologies,photonics technology,,0.9881154894828796,
electrical & instrumentation,electrical and instrumentation,,0.9975576400756836,
health & safety,health and safety,,0.9982813000679016,
it4innovations national supercomputing center,computing centre,,0.7648937702178955,
inorganic material and catalysis division,inorganic materials and catalysis division,inorganic and physical chemistry division,0.9897646903991699,0.8554661273956299
project management technology,management technology,,0.8810228109359741,
european bank for reconstruction and development,european projects,sussex european institute,0.692681074142456,0.5479505658149719
idp in climate studies,climate studies,,0.9181265830993652,
science center and agri-food technology,center of science and agricultural technology,,0.9294378161430359,
center for homeland defense and security,national and homeland security,,0.7888718247413635,
medtronic inc,medtronic,,0.9698068499565125,
nutrition and food safety,food safety and nutrition,,0.9887555837631226,
nano technology,nano engineering,,0.9370583295822144,
economics and extension,agricultural economics and extension,,0.8682601451873779,
return,to,,0.7224080562591553,
ppgich,ppgte,,0.9006009101867676,
philosophy and sciences of complexity,philosophy and social sciences,,0.8870501518249512,
st. jude children's research hospital,children's medical center research institute,,0.7502123117446899,
pma,mpp,,0.8660433888435364,
division of materials science and engineering,division of materials sciences and engineering,,0.9948334693908691,
science policy research unit spru,science policy research unit,,0.9661105275154114,
anaesthesia and critical care medicine,anaesthesia & critical care,,0.9837636947631836,
national film archive,national archive,,0.8535637855529785,
physics and medical engineering,medical physics and engineering,,0.9647572040557861,
center of biosciences,center of biosciences and biotechnology,,0.9663175344467163,
iquitos,iquibicen,,0.8059090971946716,
umr iate,imn,,0.817243218421936,
disability studies,disability and psychoeducational studies,,0.8952983617782593,
wiserd,smart,,0.7575345039367676,
elan,elen,,0.8403334617614746,
hilase centre,algatech center,,0.7508270740509033,
national centre for medium range weather forecasting,centre for atmospheric sciences,,0.7084988355636597,
religion and philosophy,philosophy & religion,,0.9433185458183289,
john wiley and sons inc,john wiley & sons inc,,0.9916845560073853,
public health & informatics,public health and informatics,,0.9970844984054565,
information technology and mathematics,information technology and mathematical sciences,,0.9633563756942749,
multidisciplinary institute in health,multidisciplinary health institute,,0.9864758253097534,
science and technology faculty,science and engineering faculty,,0.95578932762146,
cardiology unit,cardiac care unit,,0.9293088912963867,
management and e-business,business management,,0.8570937514305115,
dairy department,dairy science department,,0.8844192624092102,
research support foundation of state of bahia,government of state of bahia,,0.7525761723518372,
environmental science and studies,environmental studies and sciences,,0.9746566414833069,
division of civil engineering,civil engineering division,,0.9786272644996643,
english and creative writing,english & creative writing,,0.9966341257095337,
accounting economics and administrative sciences,"accounting, administrative and economic sciences",,0.9811614751815796,
agricultural sciences and food,agricultural and food sciences,,0.9925377368927002,
space and atmospheric physics,space physics,,0.9390848278999329,
mrc biostatistics unit,biostatistics unit,,0.8740970492362976,
sipbs,sugery,,0.7356846332550049,
ophthalmology & visual sciences,ophthalmology and visual sciences,,0.9967507123947144,
pengcheng laboratory,peng cheng laboratory,,0.9817819595336914,
not,no,,0.8932468295097351,
montreal neurological institute,montreal neurological institute and hospital,,0.9761256575584412,
national program cuna más,programa nacional de saneamiento rural,,0.7574122548103333,
shengjing hospital,sheng jing hospital,,0.9516329169273376,
kaohsiung chang gung memorial hospital,chang gung memorial hospital kaohsiung branch,,0.9705052971839905,
capital one united states,natera united states,,0.8150829076766968,
otorhinolaryngology and head & neck surgery,"otorhinolaryngology, head & neck surgery",,0.9987301826477051,
"atmospheric, oceanic and space sciences","atmospheric, oceanic, and space sciences",,0.9967894554138184,
conservation center,conservation ecology center,,0.9074358940124512,
national space science center chinese academy of sciences,"national space science center, chinese academy of sciences",,0.9914510250091553,
early intervention,early attention,,0.7966594696044922,
environmental economics,environmental and resource economics,,0.9473659992218018,
polytech lille,polytech grenoble,,0.8826199769973755,
henley business school,"icma centre, henley business school",,0.8274397850036621,
mechanical & electronic engineering,mechanical and electronic engineering,,0.996688961982727,
strategic management & entrepreneurship,strategic management and entrepreneurship,,0.99708092212677,
shalamar hospital,abbasi shaheed hospital,,0.8389160633087158,
mission,mission systems,,0.784736156463623,
bionics,technology and bionics,,0.8978937864303589,
national veterinary alfort,national veterinary nantes,,0.91297847032547,
"photonics, electronics and telecommunications",electronics and telecommunication,,0.8820951581001282,
guy's and saint thomas' nhs foundation trust,guy's and st thomas' nhs foundation trust,,0.9616224765777588,
graduate program in education - education,education - graduate program in education,,0.989535927772522,
santiago de surco,san juan de lurigancho,,0.7221857905387878,
artigas teachers institute,teacher training institute,,0.8628877401351929,
metallurgical engineering and material science,metallurgical engineering and materials science,,0.9961274862289429,
applied psychology center,applied psychology department,,0.8883471488952637,
development and management,management and development,,0.9603173732757568,
hospital beneficência portuguesa de são paulo,hospital são paulo,,0.9008924961090088,
public relations and marketing,marketing and public relations,,0.9907647371292114,
design products,product design,,0.9474576115608215,
heidelberg center for ibero-american studies,"spanish, portuguese and latin american studies",,0.7156969308853149,
hakubi center for advanced research,advanced research center,,0.826204776763916,
dynamical systems,mechanical systems,,0.9107624888420105,
agricultural industry technology,agricultural technology,,0.9814311861991882,
community ophthalmology,general ophthalmology,,0.8507513403892517,
chamber music,music composition,,0.7903399467468262,
national research center for protozoan diseases,center for infectious disease research,genomic sciences center,0.8189313411712646,0.7275705337524414
nursing work,nursing,,0.9341257810592651,
center for integrated mobility sciences,center for transportation research,,0.8404866456985474,
teaching and learning innovation,learning innovation,,0.9339487552642822,
engineering trivandrum,amrita engineering,,0.7619063258171082,
philosophy sciences and letters,"philosophy, sciences and letters",,0.9841476082801819,
"ecology, behavior, and evolution","ecology, behavior and evolution",,0.9976548552513123,
physics and astronmy,physics/astronomy,"astrophysical, planetary, and atmospheric sciences",0.9573720097541809,0.843974232673645
health sport and bioscience,"health, sport and bioscience",,0.974102258682251,
isolde,iese,,0.8105010986328125,
sozialwissenschaften fachbereich,informationswissenschaften,,0.8649420142173767,
turkish folk literature,turkish literature,,0.9482767581939697,
national library of finland,natural resources institute finland luke,finnish forest research institute,0.7471475601196289,0.7114315629005432
karolinska institutet,karolinska institute,,0.917914628982544,
particular,specialty,,0.8053109049797058,
centre for research in nanotechnology and science,centre for nanotechnology research,,0.9750910401344299,
clinical oncology and nuclear medicine,clinical and radiation oncology,,0.9131909012794495,
mathematics and computation,mathematics and computing,,0.9686192870140076,
departamento de biología molecular y genómica,departamento de genética y biología molecular,,0.988235354423523,
hérault,toulouse lautrec,,0.783991277217865,
federal state budgetary educational institution of higher education tyumen,institution of education,,0.7781562209129333,
nust civil engineering,civil engineering,,0.9446148872375488,
katz business,katz graduate business,,0.8503031730651855,
administrative engineering,engineering in administration,,0.9331624507904053,
economics faculty,economical faculty,,0.981476902961731,
sk hynix inc,sk hynix,,0.9099231958389282,
academic division of sciences and information technology,faculty information science,,0.8383245468139648,
chemistry and pharmacology,"chemistry, pharmacy and pharmacology",,0.9649999141693115,
campus professor elvira cinobelina,campus valencia,instituto cenecista de ensino superior de santo ângelo,0.7223749756813049,0.6419020891189575
petroleum geoscience,petroleum geosciences,,0.989665150642395,
"theology, philosophy, and music","theology, philosophy and music",,0.9974623918533325,
persistent systems ltd,persistent systems india,,0.7287089824676514,
instituto de saúde e produção animal,instituto da saúde e produção animal,,0.995311439037323,
planning unit,development planning unit,planning and landscape,0.9421796798706055,0.7342031002044678
education - campus i,education - campus x,,0.9110229015350342,
electrical & electronics engineering,electrical and electronics engineering,,0.9977637529373169,
msit,itm,gslis,0.8755316138267517,0.7067923545837402
engineering and applied physics,engineering and physics,,0.9654974937438965,
"culture, politica e società","culture, politiche e società",political science/economics,0.9862828254699707,0.6716299057006836
esce,espe,,0.920588493347168,
sees,ssees,,0.971403181552887,
"electronics, telecommunications and informatics deti","electronics, telecommunications and informatics",,0.9721039533615112,
specific education,education - curriculum and instruction,,0.8576385378837585,
clinical services,clinical sciences and services,,0.918981671333313,
psychological and pedagogical faculty,psychological faculty,,0.932292103767395,
finnish forest research institute,forest research institute,finnish geospatial research institute,0.8461148738861084,0.7630841732025146
energy technologies area,energy technology,,0.9482231140136719,
etseib,etse,,0.8246679902076721,
biosciences and oral diagnosis,and oral diagnostic biosciences,,0.9363868832588196,
embl hamburg,haw hamburg,,0.9228105545043945,
entomology & nematology,entomology and nematology,,0.9968118071556091,
history of material culture,history and culture,,0.888607382774353,
otorhinolaryngology and head and neck surgery,"otorhinolaryngology, head and neck surgery",,0.9987074136734009,
ppg design,ppgdesign,,0.9488776922225952,
clinical nursing teaching and research section,clinical nursing,,0.8214852809906006,
econometrics and statistics,econometrics and business statistics,,0.915877103805542,
center for green research on energy and environmental materials,clean energy research center,,0.9026674032211304,
intelligent systems science and engineering,intelligent systems engineering,,0.9450796246528625,
centre for blue governance,centre for public policy,management centre,0.6283032894134521,0.5548758506774902
nano- and biomedical technologies,nanoengineering,,0.8949291706085205,
conservative dentistry and endodontics,conservative dentistry & endodontics,,0.9980000257492065,
indian council for research on international economic relations,indian council of social science research,,0.8337408304214478,
british malaysian institute,malaysia france institute,,0.7349896430969238,
materials science and applied chemistry,material science and applied chemistry,,0.9934256076812744,
arabic language education,education - arabic language,,0.9825015068054199,
germanic linguistics,german linguistics,,0.98409104347229,
sardar patel technology,sardar patel engineering,birla technology,0.8777449131011963,0.6453971862792969
secondary education council,education training council,,0.8420426845550537,
chobanian & avedisian medicine,chobanian and avedisian medicine,,0.995196521282196,
aerospace engineering,aerospace engineering and aviation,,0.9748014211654663,
blood transfusion,blood transfusion department,,0.9180343747138977,
human sciences - campus iv,human sciences - campus vi,,0.9608253836631775,
advance studies,advanced studies,,0.9118335247039795,
b.ed,b.ed.,,0.9682230949401855,
chemistry and pharmaceutical science,chemistry and pharmaceutical sciences,,0.9910699725151062,
"filología española, lingüística general y teoría de la literatura","lengua y literatura españolas, teoría de la literatura y lingüística general",,0.954384446144104,
technopark,science and technology park,,0.8499676585197449,
advanced analysis center,analytical center,,0.8516761064529419,
municipal board of education semed,municipal education department,,0.9040299654006958,
technical it and design,engineering design,,0.8257869482040405,
human resource management and development,human resources development,,0.9424965381622314,
"section of endocrinology, diabetes and metabolism","endocrinology, diabetes, and metabolism",,0.9611176252365112,
rosenstiel marine and atmospheric sciences,rosenstiel marine and atmospheric science,,0.9929590821266174,
marine physics,marine physics and ocean climate,,0.882488489151001,
"physiology, biophysics and neuroscience","physiology, biophysics and neurosciences",,0.9799805879592896,
marine botany,marine biology,,0.899880051612854,
molecular biotechnology,molecular biology and biotechnology,,0.9660789966583252,
math and natural sciences,math and sciences,,0.977495551109314,
laga,malaga,,0.9283193349838257,
graduate education and information studies,graduate education & information studies,,0.9973690509796143,
metal production and processing,metallurgy,,0.8246598839759827,
nutrition physiology,nutritional physiology,,0.9607325196266174,
nanotecnologia,tecnologo,,0.9182004928588867,
biomedicine and pharmacy,pharmacy and biomedicine,,0.9488468170166016,
medical sciences and health of juiz de fora,hospital agamenon magalhães,,0.757233738899231,
luigi einaudi foundation,umberto veronesi foundation,galileo galilei state scientific high school,0.7942502498626709,0.5685625672340393
chinese academy of agricultural sciences graduate school,graduate chinese academy of agricultural sciences,,0.9760053157806396,
academy of military police,police academy,,0.8836697340011597,
qc department,qa department,,0.9002667665481567,
office of executive director,office of director,,0.9086050987243652,
dcti,dct,,0.9583508968353271,
applied ai,applied,,0.893054187297821,
computing and control department,automation and control department,,0.8621225357055664,
transpersonal psychology,social and personality psychology,,0.8876870274543762,
infection and immunology,infectious disease and immunology,,0.9866806864738464,
hcpa,cpa,,0.8888336420059204,
miur,mti,,0.7755104303359985,
psychology of language,psycholinguistics,,0.906720757484436,
rutgers,rutgers health,,0.8049591779708862,
swiss national science foundation,national science foundation,swiss-prot group,0.863761842250824,0.6217015981674194
"paulista policy, economics and business",paulista law,,0.7531795501708984,
engineering in food industries,engineering of food industries,,0.9765181541442871,
academy of police force in bratislava,slovak academy of sciences,,0.7140364646911621,
lengua española y lingüística general,lingüística general e hispánica,,0.9256068468093872,
aircraft control systems,aviation systems,,0.8753993511199951,
mennonite nursing,marcella niehoff nursing,,0.7189604043960571,
beauty,aesthetic and cosmetic,icra,0.8521941304206848,0.550368070602417
light industrial engineering and desing,industrial engineering,,0.8194290399551392,
private sector,private company,,0.8535460829734802,
geosciences toulouse environment,geosciences environnement toulouse,,0.8994462490081787,
scripps gerontology center,geriatrics and gerontology,,0.7277854681015015,
occupational therapist,occupational therapy,,0.9074262380599976,
center for neurosciences,neuroscience center,,0.9460527300834656,
meat science,meat science and technology,,0.9118249416351318,
physics gleb wataghin,physics gleb wataghin ifgw,,0.9608224034309387,
saint louis,saint louis pharmacy,,0.79803466796875,
chinese academy of tropical agricultural sciences,subtropical agriculture chinese academy of sciences,,0.9466158151626587,
national state public works,national public works of state,,0.9780553579330444,
interdisciplinary centre for water research,centre for water research,global research center,0.9480843544006348,0.7454885244369507
environmental molecular sciences laboratory,environmental biotechnology laboratory,,0.9158785343170166,
departamento de física teórica e experimental,departamento de física experimental,,0.9535117745399475,
technical inspection,inspection,,0.8408770561218262,
spring high energy physics hepss2025,spring high energy physics hepss2024,,0.9336161017417908,
"architecture, building & planning","architecture, building and planning",,0.9959197044372559,
coriell medical research,medical research,,0.8306347131729126,
software development department,software department,,0.9549229741096497,
centre for genomics,centre for genomics research,centre for genome research,0.9788622856140137,0.9023278951644897
iseg,isg,,0.7955187559127808,
waisman center,it center,,0.6838353872299194,
research center for materials science,materials sciences research center,,0.9691154956817627,
economics and organization of enterprises,economics and enterprise management,,0.9221904873847961,
profesi insinyur,program profesi insinyur,,0.8412412405014038,
"communication, international studies and languages",communication and cultural studies,,0.8877078890800476,
science tokyo,okinawa science and technology,japan atomic energy research institute,0.8107019662857056,0.7381649017333984
upiita,upaep,,0.7814265489578247,
graduate integrated arts and sciences,graduate arts and sciences,,0.9520466923713684,
graduate program in political sociology,graduate program in sociology and political science,,0.9744707345962524,
finance office,finance department,,0.9090045690536499,
educaci´ón,educación social,,0.9310521483421326,
centre for translation studies,center for translation studies,research centre for english and applied linguistics,0.9820476770401001,0.8160262107849121
"civil, environmental and mining engineering","civil, environmental & mining engineering",,0.9964548945426941,
political science and international affairs,political science & international relations,,0.9856243133544922,
aquatic ecology,aquatic ecosystems,,0.9618719816207886,
drug discovery research,drug discovery sciences,,0.9423238635063171,
linguistics and hispanic literature,linguistics and hispanic literatures,,0.985409140586853,
national occupational safety and health,occupational safety and health,,0.8876696825027466,
infn section of pisa,section of pisa,,0.9690428972244263,
foundation for research and technology hellas,centre for research and technology hellas,,0.8600835800170898,
histology and embriyology,histology and embriology,,0.9905887842178345,
sakarya training and research hospital,ankara training and research hospital,,0.8147985935211182,
computing and mathematics,computing & mathematics,,0.9958829879760742,
cytopathology,phytopathology,,0.8693417310714722,
uch,erm,,0.833427906036377,
slavic and eurasian studies,slavic studies,centre for russian and east european studies,0.8935337066650391,0.6844825744628906
centro federal de educação tecnólogica de minas gerais,centro federal de educação tecnológica de minas gerais,,0.9940611124038696,
mana,human,,0.7058929800987244,
fusion,fusion technology,,0.8725601434707642,
bscrim,sc,,0.7737377285957336,
math teacher,math teaching,,0.9588255286216736,
"music, theatre, and dance","music, theatre and dance",,0.998008668422699,
national geophysics and volcanology,geophysics and volcanology,,0.9174963235855103,
population and development,population dynamics,,0.8635315895080566,
geoscience institute,geosciences institute,,0.9800682067871094,
fundamental studies,basic studies,,0.9107781648635864,
history file,historical archive,,0.891558825969696,
"communication, journalism and marketing","communication, journalism, and marketing",,0.9962782263755798,
instituto tecnológico superior de huauchinango,instituto tecnológico superior de irapuato,,0.9334390759468079,
centre for international studies and diplomacy,centre for international studies,centre for urban and regional studies,0.9560527801513672,0.7357271909713745
cns,cnc,,0.8892295360565186,
centre for stem cells and regenerative medicine,centre for stem cell research,clinical sciences centre,0.9389013648033142,0.8036060333251953
master's degree in pedagogy,master's degree in teaching,,0.9251474142074585,
engineering mathematics and technology,engineering and mathematics,,0.9497083425521851,
communicative linguistics and translation,translation and linguistics,,0.9537622928619385,
ministry of national education,ministry of education,,0.9441195726394653,
coppe systems,coppe,control and industrial processes,0.7476829886436462,0.7195655107498169
laboratory management,laboratory department,,0.830807626247406,
national center for physical acoustics,center for hearing research,,0.7279000282287598,
academic family medicine,"medicine, family medicine",,0.8817142844200134,
korea environment institute,korea development institute,,0.8180845379829407,
bone marrow transplant,bone marrow transplantation,,0.9908639192581177,
ufpe,ufrpe,,0.8990709781646729,
english and philosophy,english & philosophy,,0.9963071346282959,
neonatology pediatrics,neonatology and pediatrics,,0.9687650799751282,
photography,sonography,,0.9127882719039917,
"law, humanities and arts","arts, education and law",,0.936322808265686,
middle and high,mid,,0.780723512172699,
control and industrial electronics,control systems and mechatronics,"electrical engineering, automatics, computer science and electronics",0.9146116971969604,0.8047970533370972
technical coordination,technical cooperation,,0.9081811308860779,
frs fnrs,fsm,,0.7165355086326599,
climate,climate and environment,,0.9465072154998779,
ntpc,dpc,,0.8343943953514099,
aeronautical and automotive engineering,aeronautical & automobile engineering,,0.9898347854614258,
uniasselvi,univali,,0.741753101348877,
radiophysics and electronics,radiophysics and computer technologies,,0.936894416809082,
land surveying and geo-informatics,surveying and land information engineering,,0.9003844857215881,
department psychology,department for psychology,human development and applied psychology,0.9796340465545654,0.803400993347168
international education,international and comparative education,,0.948434591293335,
forest industrial engineering,forest industry engineering,,0.9741361141204834,
sop,sso,,0.8384727239608765,
publisher,publishing,english and american literature and language,0.9138985276222229,0.5410928130149841
design section,design,,0.896498441696167,
information technology institute,information technologies institute,,0.9837703704833984,
dept. of medical sciences,dept. of medicine,,0.9490943551063538,
artificial intelligence center,center for artificial intelligence,,0.9596294164657593,
leadership and human resource management,management & leadership,,0.9309209585189819,
key laboratory of ecosystem network observation and modeling,state key laboratory of management and control for complex systems,,0.7294797301292419,
specialization course,specialized education,,0.8673679828643799,
"computing, engineering & physical sciences","computing, engineering and physical sciences",,0.9942601919174194,
iii faculty,ii faculty,,0.9386116862297058,
sbms,bms,,0.9015712738037109,
food and resource economics,"food, agricultural and resource economics",,0.9606412649154663,
social sciences and business,business and social sciences,,0.9860203266143799,
insurance and economics,finance and insurance,,0.8430449962615967,
music and theatre,music and theater,,0.989505410194397,
bioscience technology,bioscience and technology,,0.9751250147819519,
management and business economics,business management and economics,,0.9897764921188354,
diro,i&d,,0.6809736490249634,
field research,field science,,0.8414320349693298,
gazi education,this education,,0.7879320383071899,
biological science & medical engineering,biological science and medical engineering,,0.9969929456710815,
"electrical, electronic, and information engineering","electrical, electronic and information engineering",,0.9961937069892883,
sensu broad expertise,graduate broad sense,,0.7959374189376831,
new technologies,new technology,,0.9662579298019409,
intervention,intervención social,,0.6958441734313965,
donát bánki mechanical and safety engineering,kandó kálmán electrical engineering,,0.7711256742477417,
andean human rights program,human rights department,,0.7119965553283691,
vladimir andrunachievici mathematics and computer science,computer science and mathematics,,0.7239171266555786,
nhmrc clinical trials centre,centre for clinical research,,0.8152198791503906,
marine technology,marine technologies,,0.98164302110672,
philosophy and history of ideas,philosophy and history,,0.9452598690986633,
rowett nutrition and health,human nutrition & dietetics,,0.7343786358833313,
measurement technology,measurement science and technology,,0.9249045848846436,
new chimbote,chanchamayo,,0.6892455816268921,
neurosugery,neuro,,0.9320662021636963,
cardiology and cardiac surgery,cardiology and cardiovascular surgery,,0.9824991226196289,
tomsk national research medical center,n.i. pirogov national medical and surgical center,smolensk state medical academy,0.7701305150985718,0.7224120497703552
information technology & engineering,information technology and engineering,,0.9970908164978027,
information science studies,information science,,0.956514298915863,
environmental oceanography,oceanography,,0.9350164532661438,
vmware inc,microsoft corp,,0.7212406992912292,
nordic languages,nordic studies and linguistics,,0.85496985912323,
chemistry of natural compounds,natural products chemistry,,0.9286770224571228,
criminal justice and criminology,criminal justice & criminology,,0.9967382550239563,
liberal arts and management,management and humanities,,0.8961507081985474,
biology deparment,biology departement,,0.9156333208084106,
j. mike walker '66 mechanical engineering,walker mechanical engineering,,0.6865041255950928,
quality lab,quality laboratory,,0.9821918606758118,
"earth, atmospheric and environmental sciences",earth and environment sciences,,0.9516963958740234,
data and systems engineering,information and systems engineering,,0.92850661277771,
prayer,religious,,0.6541444659233093,
"science, mathematics and informatics","science, mathematics",,0.9253205060958862,
instructional psychology & technology,instructional psychology and technology,,0.99720698595047,
departmental secretary of education,secretary of education,,0.9507203698158264,
fellowship,social relations,,0.7742908000946045,
forensic and neurodevelopmental sciences,forensic and neurodevelopmental science,,0.9903271198272705,
environmental science and natural resources,natural resources and environmental science,,0.9882897138595581,
aeronautic science and engineering,aeronautics science and engineering,,0.9980686902999878,
metropolitan file,municipal file,,0.7791510820388794,
cies-iscte,iscte,,0.8533033728599548,
designlab,design lab,,0.9275527596473694,
museums,museology,,0.9387098550796509,
physics and electronic engineering,physics and electronics engineering,,0.9871209263801575,
economics and social sciences,economics & social sciences,,0.9963586330413818,
biomedical imaging and radiological sciences,biomedical imaging and radiological science,,0.9939848184585571,
chemistry - biochemistry,"chemistry, biochemistry",,0.9904748201370239,
medical radiation science,medical radiation sciences,,0.9841690063476562,
royal melbourne technology,melbourne technology,,0.8024138808250427,
electromechanical engineering school,electronic engineering school,,0.9644065499305725,
biological psychology and health,biological and health psychology,,0.9877521991729736,
comparative studies,combined studies,,0.8225523829460144,
syngenta jealott's hill international research centre,syngenta,,0.6438137292861938,
markey cancer center,cancer center,,0.7859994173049927,
police officer,police,,0.9053232669830322,
developmental neurosciences,developmental neurobiology,,0.9417959451675415,
operation and economics of transport and communications,transport systems,,0.7669408321380615,
"graphic expression, design and projects",art and design,,0.8838403224945068,
art&design,art & design,,0.9840312600135803,
computer & communication engineering,computer and communication engineering,,0.9965751767158508,
graduate information security,information security,,0.8265584707260132,
nurse department,nursing department,,0.9405557513237,
shalya tantra,shalakya tantra,,0.9455195665359497,
isv,ibv,,0.8567864894866943,
"education sciences, human and technologies","education, science and technology",,0.9556325674057007,
multimedia arts,media arts,,0.9338926672935486,
centre for west asian studies,centre for east asian studies,,0.8650957345962524,
religion department,religious studies department,,0.8695138692855835,
national heart & lung institute,national heart and lung institute,,0.9967849254608154,
immunology and infectious diseases,immunology & infectious diseases,,0.9974632263183594,
procter and gamble,procter & gamble,,0.9907746315002441,
