DepartmentName,Field,Area,Umbrella,is_STEM
"Quantitative Methods: Epidemiology and Biostatistics, Department of",Epidemiology,Medical Sciences,Medicine,True
"Pharmacy Practice and Administration, Department of",Pharmacy,Medical Sciences,Medicine,True
"Neurology and Neurosciences, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Hispanic and Italian Studies, Department of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"Hispanic and Italian Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Biochemistry and Molecular Biology, Department of (Robert Wood Johnson Medical School)",Molecular Biology,Biological Sciences,Natural Sciences,True
"Biochemistry and Molecular Biology, Department of (Robert Wood Johnson Medical School)",Biochemistry,Biological Sciences,Natural Sciences,True
"Biochemistry & Molecular Biology, Department of (Robert Wood Johnson Medical School)",Molecular Biology,Biological Sciences,Natural Sciences,True
"Biochemistry & Molecular Biology, Department of (Robert Wood Johnson Medical School)",Biochemistry,Biological Sciences,Natural Sciences,True
"Chemical Biology, Department of",,Chemical Sciences,Natural Sciences,True
"Chemical Biology, Deptartment of",Biochemistry,Biological Sciences,Natural Sciences,True
"Molecular Genetics and Microbiology, Department of",Immunology,Medical Sciences,Medicine,True
"Educational Theory, Policy and Administration, Department of",Education Administration,Education,Education,False
"Health Education and Behavioral Science, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Health Education and Behavioral Science, Department of","Health, Physical Education, Recreation",Health,Health,False
"Pathology and Laboratory Medicine, Department of (Robert Wood Johnson Medical School)",Pathology,Biological Sciences,Natural Sciences,True
"Pathology and Laboratory medicine, Department of (Robert Wood Johnson Medical School)",Pathology,Biological Sciences,Natural Sciences,True
"Criminal Justice, Program in",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Business, School of (Syms)",Business Administration,Business,Business,False
"Business, School of (Syms)",Management,Business,Business,False
"Cellular and Structural Biology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Cellular and Structural Biology, Department of",,Chemical Sciences,Natural Sciences,True
"Urban Health Administration, Department of",Public Health,Health,Health,False
"Arts, Culture and Media, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"Strategic Management, Department of",Business Administration,Business,Business,False
"Strategic Management, Department of",Management,Business,Business,False
"Health Informatics, Department of",,Health,Health,False
"Urban Education, Department of",Education Administration,Education,Education,False
"Urban Education, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
Management Science Area,Management,Business,Business,False
"Mathematics and Statistical Sciences, Department of",Statistics,Mathematical Sciences,Mathematics and Computing,True
"Mathematics and Statistical Sciences, Department of",Mathematics,Mathematical Sciences,Mathematics and Computing,True
"Science/Mathematics Education, Department of",,Education,Education,False
"Hispanic Languages and Literatures, Department of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"Economics (Scw), Department of",Economics,Economics,Social Sciences,False
"Philosophy (Scw), Department of",Philosophy,Philosophy,Humanities,False
"Computer Applications, Department of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Theology and Religious Studies, School of",Religious Studies,Theology and Religion,Humanities,False
"Theology and Religious Studies, School of",Theological Studies,Theology and Religion,Humanities,False
"Immunology and Infectious Diseases, Department of",Immunology,Medical Sciences,Medicine,True
"Physical Medicine and Rehabilitation , Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Biomedical Informatics, Department of",Biostatistics,Biological Sciences,Natural Sciences,True
"Spanish and Portuguese Languages and Cultures, Department of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"Technology and Society, Department of",,,,
"Inner Asian and Altaic Studies, Committee on",,"Language, Literature, Culture",Humanities,False
"Public Policy and Public Affairs, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Biological Sciences - Molecular Biology, Section of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Community Health, Department of",Public Health,Health,Health,False
"Health Research and Policy, Department of",Biostatistics,Biological Sciences,Natural Sciences,True
"Health Research and Policy, Department of",Epidemiology,Medical Sciences,Medicine,True
"Health Research and Policy, Department of",Public Health,Health,Health,False
"Marketing, Area of",Marketing,Business,Business,False
"Systems Biology, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Divinity - Religions in America, Department of",Theological Studies,Theology and Religion,Humanities,False
"Divinity - Theology, Department of",Theological Studies,Theology and Religion,Humanities,False
"Divinity - Theology, Department of",Religious Studies,Theology and Religion,Humanities,False
"Preventive Medicine, Department of",Public Health,Health,Health,False
"Preventive Medicine, Department of",Epidemiology,Medical Sciences,Medicine,True
"Biology, Department of",,Medical Sciences,Medicine,True
"Biology, Department of",Physiology,Medical Sciences,Medicine,True
"Biology, Department of",Immunology,Medical Sciences,Medicine,True
"Biology, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Health Behavior and Health Education, Department of",Public Health,Health,Health,False
"Media Arts and Sciences, Program in",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Oral Health Policy and Epidemiology, School of Dental Medicine",Public Health,Health,Health,False
"Oral Health Sciences, Department of",,Medical Sciences,Medicine,True
"Cognitive and Neural Systems, Department of",,Biological Sciences,Natural Sciences,True
"Cognitive and Neural Systems, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"History , Department of",History,History,Humanities,False
"Mechanical Engineering, Program in",Mechanical Engineering,Engineering,Engineering,True
"Electrical and Biomedical Engineering, Department of",Computer Engineering,Computational Sciences,Mathematics and Computing,True
"Communication Sciences and Disorders, Department of",Speech and Hearing Sciences,Health,Health,False
"Geography and Environment, Department of",Geography,Geography,Social Sciences,False
"Environmental, Earth and Ocean Sciences, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Environmental, Earth and Ocean Sciences, Department of",Geology,Earth Sciences,Natural Sciences,True
"Environmental, Earth and Ocean Sciences, Department of",,Earth Sciences,Natural Sciences,True
"Physiology and Developmental Biology, Department of",,Biological Sciences,Natural Sciences,True
"Physiology and Developmental Biology, Department of",Physiology,Medical Sciences,Medicine,True
"Integrative Physiology and Pathobiology, Department of",Physiology,Medical Sciences,Medicine,True
"Integrative Physiology and Pathobiology, Department of",Pathology,Biological Sciences,Natural Sciences,True
"Architectural History, Department of",,"Architecture, Design, Planning",Humanities,False
"Archaeology, Department of",Anthropology,Anthropology,Social Sciences,False
"Archaeology, Department of",,"Language, Literature, Culture",Humanities,False
"Bioethics and Humanities, Department of",Philosophy,Philosophy,Humanities,False
"Health Law, Bioethics and Human Rights, Department of",Philosophy,Philosophy,Humanities,False
"Statistics and Actuarial Science, Department of",Statistics,Mathematical Sciences,Mathematics and Computing,True
"Social Thought, Committee on",,,,
"Religion and Classics, Department of",Religious Studies,Theology and Religion,Humanities,False
"Religion and Classics, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Film and Television, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Middle Eastern and South Asian Languages and Cultures, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Classical and Near Eastern Languages and Civilizations, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Classical and Near Eastern Languages and Civilizations, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Languages, Literature and Culture, Department of",,"Language, Literature, Culture",Humanities,False
Creative Writing,,"Language, Literature, Culture",Humanities,False
"Manpower and Economics, Department of",Economics,Economics,Social Sciences,False
"Management, Area of",Management,Business,Business,False
"Finance, Area of",Finance,Business,Business,False
"Science and Mathematics Education, Department of",,Education,Education,False
"Stem Education and Professional Studies, Department of",,Education,Education,False
"Art History and Criticism, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"French Language and Literature, Department of",French Language and Literature,"Language, Literature, Culture",Humanities,False
"Modern Languages, Department of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"Quantitative Analysis, Area of",,Business,Business,False
"Strategy, Ethics, and Entrepreneurship, Area of",,Business,Business,False
"Marketing and Business Law, Department of",Marketing,Business,Business,False
"Music and Dance, School of",Music,Arts,Humanities,False
"Theatre, Television & Film, School of",,,,
"Civil, Construction, and Environmental Engineering, Department of",Civil Engineering,Engineering,Engineering,True
"Civil, Construction, and Environmental Engineering, Department of",Environmental Engineering,Engineering,Engineering,True
"Hospitality & Tourism Management, School of",,Business,Business,False
"Anthropology and Archeology, Department of",Anthropology,Anthropology,Social Sciences,False
"Anthropology and Archeology, Department of",Sociology,Sociology,Social Sciences,False
"Teacher Education, School of",Education,Education,Education,False
"Journalism & Media Studies, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Classics and Humanities, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Exercise and Nutritional Sciences, School of",Nutrition Sciences,Health,Health,False
"European Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Education Sciences and Professional Programs, Department of",Education Administration,Education,Education,False
"Counseling and Family Therapy, Division of",Counselor Education,Education,Education,False
"Linguistics and Asian/Middle Eastern Languages, Department of",Asian Languages,"Language, Literature, Culture",Humanities,False
"Linguistics and Asian/Middle Eastern Languages, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Rhetoric and Writing Studies, Department of",English Language and Literature,"Language, Literature, Culture",Humanities,False
"Educational Research and Administration, Department of",Education Administration,Education,Education,False
"Educational Research and Administration, Department of",,Education,Education,False
"Educational Studies In Psychology, Research Methodology and Counseling, Department of",,Psychological Sciences,Social Sciences,False
"Educational Studies In Psychology, Research Methodology and Counseling, Department of",Educational Psychology,Psychological Sciences,Social Sciences,False
"Educational Studies In Psychology, Research Methodology and Counseling, Department of",,Education,Education,False
"Leadership and Foundations, Department of",Education Administration,Education,Education,False
"Leadership and Foundations, Department of",,Education,Education,False
"Fisheries, Aquaculture, and Aquatic Science, School of",,Earth Sciences,Natural Sciences,True
"Family Sciences, Department of",Human Development and Family Sciences,Health,Health,False
"Environmental and Population Health, Department of (School of Veterinary Medicine)",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Anatomy, Physiology and Pharmacology, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Design & Merchandising, Division of",,Business,Business,False
"Rural Sociology, Department of",Sociology,Sociology,Social Sciences,False
"Psychology - Clinical, Department of",,Psychological Sciences,Social Sciences,False
"Communication, Culture, and Technology, Program in",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Computational Engineering, Graduate School of",,Computational Sciences,Mathematics and Computing,True
"Computational Engineering, Graduate School of",Computer Engineering,Computational Sciences,Mathematics and Computing,True
"Architecture and Design, School of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Architecture and Design, School of",Architecture,"Architecture, Design, Planning",Humanities,False
"Drug Discovery and Development, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Basic Pharmaceutical Sciences, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Public Service, School of",Public Administration,Public Administration and Policy,Public Administration and Policy,False
"Public Service, School of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Nutrition, Dietetics, and Hospitality Management, Department of",Nutrition Sciences,Health,Health,False
"Health Outcomes Research and Policy, Department of",Pharmacy,Medical Sciences,Medicine,True
"Building Science, School of",Architecture,"Architecture, Design, Planning",Humanities,False
"Special Education and Literacy Studies, Department of",Special Education,Education,Education,False
"Medical Education, Department of",,Medical Sciences,Medicine,True
"Integrative Biology and Pharmacology, Department of",Pharmacology,Medical Sciences,Medicine,True
"Integrative Biology and Pharmacology, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Musicology, Department of",Music,Arts,Humanities,False
"Human Performance and Health Education, Department of","Health, Physical Education, Recreation",Health,Health,False
"Manufacturing Engineering, Department of",,Engineering,Engineering,True
"Nanoscience and Nanoengineering, Joint School of",,Engineering,Engineering,True
"Nanoengineering and Nanoscience, Joint School of",,Engineering,Engineering,True
"Teaching, Learning and Educational Studies, Department of",Curriculum and Instruction,Education,Education,False
"Teaching, Learning and Educational Studies, Department of",,Education,Education,False
"Finance and Commercial Law, Department of",Finance,Business,Business,False
"Business Information Systems, Department of",Management Information Systems,Business,Business,False
"Design, Division of",,"Architecture, Design, Planning",Humanities,False
"Journalism , School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Mechanical, Industrial, and Systems Engineering, Department of",Industrial Engineering,Engineering,Engineering,True
"Mechanical, Industrial, and Systems Engineering, Department of",Systems Engineering,Engineering,Engineering,True
"Mechanical, Industrial, and Systems Engineering, Department of",Mechanical Engineering,Engineering,Engineering,True
"Education , School of",Education,Education,Education,False
"Languages, Literatures and Culture, Department of",,"Language, Literature, Culture",Humanities,False
"Music & Entertainment Industry Studies, Department of",,Business,Business,False
"Marine Programs, School of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Earth and Environmental Sciences , Department of",Geology,Earth Sciences,Natural Sciences,True
"Earth and Environmental Sciences , Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Pharmaceutical Science, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Engineering Technology, School of",,Engineering,Engineering,True
"Education, Program In",Education,Education,Education,False
"Learning Sciences and Policy, Department of",,Education,Education,False
"Chemical and Systems Biology, Department of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Chemical and Systems Biology, Department of",,Medical Sciences,Medicine,True
"Structural Biology, Department of",,Chemical Sciences,Natural Sciences,True
"Biological Sciences - Neurobiology, Section of",Neuroscience,Biological Sciences,Natural Sciences,True
"Ocean and Resources Engineering, Department of",,Earth Sciences,Natural Sciences,True
"Ocean and Resources Engineering, Department of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Ocean and Resources Engineering, Department of",Environmental Engineering,Engineering,Engineering,True
"Biological Sciences - Ecology, Behavior & Evolution, Section of",Ecology,Biological Sciences,Natural Sciences,True
"Biological Sciences - Ecology, Behavior & Evolution, Section of",Evolutionary Biology,Biological Sciences,Natural Sciences,True
"Macromolecular Science and Engineering, Department of",Materials Engineering,Engineering,Engineering,True
"Macromolecular Science and Engineering, Department of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"Biological Structure, Department of",,Biological Sciences,Natural Sciences,True
"Medical Genetics, Division of",Genetics,Medical Sciences,Medicine,True
"Law, Societies & Justice, Department of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Psychosocial and Community Health, Department of",Public Health,Health,Health,False
Curriculum and Instruction (Division/Area),Curriculum and Instruction,Education,Education,False
"Special Education, Area of",Special Education,Education,Education,False
"Health Management and Systems Sciences, Department of",,Health,Health,False
"Pharmacy, Department of",Pharmacy,Medical Sciences,Medicine,True
"Kinesiology & Health Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Information and Computer Sciences, Department of",Information Science,Computational Sciences,Mathematics and Computing,True
"Information and Computer Sciences, Department of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Chemical, Biological, and Environmental Engineering, School of",Agricultural Engineering,Engineering,Engineering,True
"Chemical, Biological, and Environmental Engineering, School of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"Chemical, Biological, and Environmental Engineering, School of",Environmental Engineering,Engineering,Engineering,True
"Aquatic and Fishery Sciences, School of",,Earth Sciences,Natural Sciences,True
"Chemical Engineering, The Jasper Department of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"French and Italian Studies, Division of",,"Language, Literature, Culture",Humanities,False
"French and Italian Studies, Division of",French Language and Literature,"Language, Literature, Culture",Humanities,False
"Near Eastern Languages and Civilization, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Germanics, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
Construction Management Department,,Engineering,Engineering,True
"Asian Language and Literatures, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
"Asian Language and Literatures, Department of",Asian Languages,"Language, Literature, Culture",Humanities,False
"Nuclear Science and Engineering, Department of",,Engineering,Engineering,True
Comparative Media Studies/Writing Section,,"Language, Literature, Culture",Humanities,False
Comparative Media Studies/Writing Section,,,,
Anthropology Program,Anthropology,Anthropology,Social Sciences,False
"Aerospace Engineering and Mechanics, Department of",Aerospace Engineering,Engineering,Engineering,True
"Aerospace Engineering and Mechanics, Department of",,Engineering,Engineering,True
Global Studies and Languages Section,,"Language, Literature, Culture",Humanities,False
Literature Section,,,,
"Radiation and Cellular Oncology, Department of",,Medical Sciences,Medicine,True
"Psychological Sciences, Department of",Communication Disorders and Sciences,Health,Health,False
"Health Care Sciences, Department of",,Health,Health,False
Occupational Therapy Program,"Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Maternal and Child Health, Department of",Public Health,Health,Health,False
"Pharmaceutical Care and Health Systems, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Pharmaceutical Sciences, Division of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Infectious Diseases and Microbiology, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Infectious Diseases and Microbiology, Department of",Pathology,Biological Sciences,Natural Sciences,True
"Community Health and Health Behavior, Department of",Public Health,Health,Health,False
"Community Health and Health Behavior, Department of","Health, Physical Education, Recreation",Health,Health,False
"Law, School of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Visual Communication, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Communication and Media Studies, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Anatomy, Physiology and Genetics, Department of",Physiology,Medical Sciences,Medicine,True
"Anatomy, Physiology and Genetics, Department of",Anatomy,Biological Sciences,Natural Sciences,True
"Anatomy, Physiology and Genetics, Department of",Genetics,Medical Sciences,Medicine,True
"Nuclear Science and Engineering, School of",,Engineering,Engineering,True
"Health Services Research and Administration, Department of",,Health,Health,False
"Urban Planning, Department of",Architecture,"Architecture, Design, Planning",Humanities,False
"Pharmacy Practice and Pharmaceutical Sciences, Department of",Pharmacy,Medical Sciences,Medicine,True
"Pharmacy Practice and Pharmaceutical Sciences, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
Applied Mathematics Program,Mathematics,Mathematical Sciences,Mathematics and Computing,True
"Ballet, Department of",,,,
"Teaching and Leadership, Department of",,Education,Education,False
"Conducting and Ensembles, Department of",,,,
"Nutrition and Integrative Physiology, Department of",Nutrition Sciences,Health,Health,False
"Health, Nutrition, and Exercise Sciences, Department of",Nutrition Sciences,Health,Health,False
"Health, Nutrition, and Exercise Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Communication, School of",Speech and Hearing Sciences,Health,Health,False
"Speech Communication, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Counseling, Rehabilitation Counseling and Counseling Psychology, Department of",,Psychological Sciences,Social Sciences,False
"Linguistics, Department of",,"Language, Literature, Culture",Humanities,False
"Metallurgical Engineering, Department of",Materials Engineering,Engineering,Engineering,True
"Pharmaceutics and Pharmaceutical Chemistry, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Management and Industry Relations, Department of",Management,Business,Business,False
"Occupational and Recreational Therapies, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Microbiology, Immunology and Tropical Medicine, Department of",Immunology,Medical Sciences,Medicine,True
"Microbiology, Immunology and Tropical Medicine, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Biochemistry, Molecular Biology, Entomology and Plant Pathology, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Biochemistry, Molecular Biology, Entomology and Plant Pathology, Department of",Entomology,Biological Sciences,Natural Sciences,True
"Biochemistry, Molecular Biology, Entomology and Plant Pathology, Department of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Biochemistry, Molecular Biology, Entomology and Plant Pathology, Department of",Plant Pathology,Biological Sciences,Natural Sciences,True
"Food Science, Nutrition and Health Promotion, Department of",Food Science,Agriculture,Natural Sciences,True
"Food Science, Nutrition and Health Promotion, Department of",Nutrition Sciences,Health,Health,False
"Exercise Science and Health Promotion, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Finance, Real Estate and Business Law, Department of",Finance,Business,Business,False
"Large Animal Medicine, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Theatre Arts, Department of",,,,
"Communications and Multimedia Studies, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Communications and Multimedia Studies, School of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Business, School of",,Business,Business,False
"Criminology & Criminal Justice, Department of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Philosophy and Humanities, Department of",,,,
"Philosophy and Humanities, Department of",Philosophy,Philosophy,Humanities,False
"Engineering Management and Systems Engineering, Department of",Systems Engineering,Engineering,Engineering,True
"Political Science, Department of",International Affairs,Political Science,Social Sciences,False
"Political Science, Department of",Public Administration,Public Administration and Policy,Public Administration and Policy,False
"Accounting and Business Law, Department of",Accounting,Business,Business,False
"Classical and Modern Language and Literature, Department of",,"Language, Literature, Culture",Humanities,False
"Physics and Materials Science, Department of",Physics,Physical Sciences,Natural Sciences,True
"Biomedical Engineering, School of",Biomedical Engineering,Biological Sciences,Natural Sciences,True
"Physical Therapy and Human Movement Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Occupational Therapy Education, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Meteorology, School of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Civil Engineering and Environmental Science, School of",Civil Engineering,Engineering,Engineering,True
"Civil Engineering and Environmental Science, School of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Language, Linguistics, and Comparative Literature, Department of",Comparative Literature,"Language, Literature, Culture",Humanities,False
"Language, Linguistics, and Comparative Literature, Department of",Linguistics,Linguistics,Humanities,False
"Architecture, Division of",Architecture,"Architecture, Design, Planning",Humanities,False
"History of Science, Department of The",History,History,Humanities,False
"Human Relations, Department of",Human Development and Family Sciences,Health,Health,False
"Curriculum, Instruction and Leadership, Department of",Curriculum and Instruction,Education,Education,False
"GeoSciences and Geological and Petroleum Engineering, Department of",,Engineering,Engineering,True
"GeoSciences and Geological and Petroleum Engineering, Department of",Geology,Earth Sciences,Natural Sciences,True
"Classics and Letters, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Writing, Rhetoric and Digital Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Social Work, Division of",Social Work,Health,Health,False
"Keyboard Studies, Department of",,,,
"Health, Exercise and Sport Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Health, Exercise and Sport Sciences, Department of","Health, Physical Education, Recreation",Health,Health,False
"Health Promotion Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Environmental Health, Department of - Environmental and Occupational Hygiene Division",Environmental Health Sciences,Health,Health,False
"Nutrition and Dietetics, Department of",Nutrition Sciences,Health,Health,False
"Regional and City Planning, Department of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Marketing, Department of",Management,Business,Business,False
"Entrepreneurship, Dingman Center for",,Business,Business,False
"Health Sector and Management Policy, Department of",Public Health,Health,Health,False
"Health Sector and Management Policy, Department of",Management,Business,Business,False
"Cell Biology and Molecular Genetics, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Cell Biology and Molecular Genetics, Department of",,Medical Sciences,Medicine,True
"Journalism, Philip Merrill College of",,"Language, Literature, Culture",Humanities,False
"Education Leadership, Higher Education and International Education, Department of",Education Administration,Education,Education,False
"Education Leadership, Higher Education and International Education, Department of",,Education,Education,False
"Jewish Studies, Center for (Meyerhoff Program)",Religious Studies,Theology and Religion,Humanities,False
"Community and Leadership Development, Department of",Human Development and Family Sciences,Health,Health,False
"Information Systems and Quantitative Analysis, Department of",Information Technology,Computational Sciences,Mathematics and Computing,True
"Urban Studies and Planning, Program in",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Architecture, Program in",Architecture,"Architecture, Design, Planning",Humanities,False
"Geographical and Sustainability Sciences, Department of",Geography,Geography,Social Sciences,False
"Measurement, Statistics and Evaluation, Department of",,Education,Education,False
"Accounting and Information Assurance, Department of",Accounting,Business,Business,False
Public Health Program,Public Health,Health,Health,False
"Physics (Yc), Department of",Physics,Physical Sciences,Natural Sciences,True
"European Languages, Literatures and Cultures, Department of",,"Language, Literature, Culture",Humanities,False
"Asian and Asian American Studies, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
"Classical Languages and Civilization, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Cultural Studies And Comparative Literature, Department of",Comparative Literature,"Language, Literature, Culture",Humanities,False
"Cultural Studies And Comparative Literature, Department of",,,,
"Biochemistry and Cell Biology, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Biochemistry and Cell Biology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Anatomical Sciences, Department of",Anatomy,Biological Sciences,Natural Sciences,True
"Health Technology and Management, School of",,Health,Health,False
"Health Care Policy and Management, Department of",,Health,Health,False
"Composition, Musicology and Theory, Division of",,,,
"Science Teaching, Department of",,Education,Education,False
Newspaper and Online Journalism Program,Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
Public Relations Program,Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
Advertising Program,Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
Broadcast and Digital Journalism Program,Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Multimedia, Photography & Design Program",,,,
"Instructional Design, Development and Evaluation, Department of",Curriculum and Instruction,Education,Education,False
"Instructional Design, Development and Evaluation, Department of",,Education,Education,False
"Politics, Philosophy, and Public Affairs, School of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Politics, Philosophy, and Public Affairs, School of",Political Science,Political Science,Social Sciences,False
"Writing and Language Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Reading and Language Arts, Department of",,Education,Education,False
"Theology and Religious Studies, Department of",Theological Studies,Theology and Religion,Humanities,False
"Theology and Religious Studies, Department of",Religious Studies,Theology and Religion,Humanities,False
"Food Studies, Department of",Food Science,Agriculture,Natural Sciences,True
"Marriage and Family Therapy, Department of",,Health,Health,False
"Mathematical and Computer Science, Department of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Mathematical and Computer Science, Department of",Mathematics,Mathematical Sciences,Mathematics and Computing,True
"Behavioral Health and Nutrition, Department of","Health, Physical Education, Recreation",Health,Health,False
"Behavioral Health and Nutrition, Department of",Nutrition Sciences,Health,Health,False
"Bioresources Engineering, Department of",Agricultural Engineering,Engineering,Engineering,True
"Entomology and Wildlife Ecology, Department of",Entomology,Biological Sciences,Natural Sciences,True
"Entomology and Wildlife Ecology, Department of",,Earth Sciences,Natural Sciences,True
"Entomology and Wildlife Ecology, Department of",Ecology,Biological Sciences,Natural Sciences,True
"Textiles, Fashion Merchandising and Design, Department of",,Health,Health,False
"Physics and Space Sciences, Department of",Physics,Physical Sciences,Natural Sciences,True
"Physics and Space Sciences, Department of",Astronomy,Physical Sciences,Natural Sciences,True
"Music Performance, Department of",,,,
"Management Systems, Department of",Management,Business,Business,False
"Art Conservation, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"Computer Information and Graphics Technology, Department of",Information Technology,Computational Sciences,Mathematics and Computing,True
"Music and Arts Technology, Department of",Music,Arts,Humanities,False
"Liberal Arts, Division of",,,,
"Biomedical and Health Information Sciences, Department of",,Biological Sciences,Natural Sciences,True
"Family and Consumer Science, Department of",,Health,Health,False
